Title,"HE qualifications obtained by subject area, sex, level of qualification, mode of study and country of HE provider",,,,,
Total - Science subject areas,First degree,Part-time,Scotland,Total,2016/17,1115
Total - Science subject areas,First degree,Part-time,Scotland,Female,2017/18,480
Total - Science subject areas,First degree,Part-time,Scotland,Male,2017/18,600
Total - Science subject areas,First degree,Part-time,Scotland,Other,2017/18,0
Total - Science subject areas,First degree,Part-time,Scotland,Total,2017/18,1080
Total - Science subject areas,First degree,Part-time,Scotland,Female,2018/19,530
Total - Science subject areas,First degree,Part-time,Scotland,Male,2018/19,640
Total - Science subject areas,First degree,Part-time,Scotland,Other,2018/19,0
Total - Science subject areas,First degree,Part-time,Scotland,Total,2018/19,1170
Total - Science subject areas,First degree,All,Wales,Female,2014/15,4910
Total - Science subject areas,First degree,All,Wales,Male,2014/15,4965
Total - Science subject areas,First degree,All,Wales,Other,2014/15,0
Total - Science subject areas,First degree,All,Wales,Total,2014/15,9880
Total - Science subject areas,First degree,All,Wales,Female,2015/16,4635
Total - Science subject areas,First degree,All,Wales,Male,2015/16,5170
Total - Science subject areas,First degree,All,Wales,Other,2015/16,5
Total - Science subject areas,First degree,All,Wales,Total,2015/16,9810
Total - Science subject areas,First degree,All,Wales,Female,2016/17,5075
Total - Science subject areas,First degree,All,Wales,Male,2016/17,5585
Total - Science subject areas,First degree,All,Wales,Other,2016/17,5
Total - Science subject areas,First degree,All,Wales,Total,2016/17,10670
Total - Science subject areas,First degree,All,Wales,Female,2017/18,5215
Total - Science subject areas,First degree,All,Wales,Male,2017/18,5465
Total - Science subject areas,First degree,All,Wales,Other,2017/18,10
Total - Science subject areas,First degree,All,Wales,Total,2017/18,10690
Total - Science subject areas,First degree,All,Wales,Female,2018/19,5360
Total - Science subject areas,First degree,All,Wales,Male,2018/19,5345
Total - Science subject areas,First degree,All,Wales,Other,2018/19,15
Total - Science subject areas,First degree,All,Wales,Total,2018/19,10715
Total - Science subject areas,First degree,Full-time,Wales,Female,2014/15,4595
Total - Science subject areas,First degree,Full-time,Wales,Male,2014/15,4595
Total - Science subject areas,First degree,Full-time,Wales,Other,2014/15,0
Total - Science subject areas,First degree,Full-time,Wales,Total,2014/15,9185
Total - Science subject areas,First degree,Full-time,Wales,Female,2015/16,4420
Total - Science subject areas,First degree,Full-time,Wales,Male,2015/16,4840
Total - Science subject areas,First degree,Full-time,Wales,Other,2015/16,5
Total - Science subject areas,First degree,Full-time,Wales,Total,2015/16,9260
Total - Science subject areas,First degree,Full-time,Wales,Female,2016/17,4840
Total - Science subject areas,First degree,Full-time,Wales,Male,2016/17,5215
Total - Science subject areas,First degree,Full-time,Wales,Other,2016/17,5
Total - Science subject areas,First degree,Full-time,Wales,Total,2016/17,10055
Total - Science subject areas,First degree,Full-time,Wales,Female,2017/18,5010
Total - Science subject areas,First degree,Full-time,Wales,Male,2017/18,5125
Total - Science subject areas,First degree,Full-time,Wales,Other,2017/18,10
Total - Science subject areas,First degree,Full-time,Wales,Total,2017/18,10145
Total - Science subject areas,First degree,Full-time,Wales,Female,2018/19,5150
Total - Science subject areas,First degree,Full-time,Wales,Male,2018/19,5020
Total - Science subject areas,First degree,Full-time,Wales,Other,2018/19,15
Total - Science subject areas,First degree,Full-time,Wales,Total,2018/19,10180
Total - Science subject areas,First degree,Part-time,Wales,Female,2014/15,320
Total - Science subject areas,First degree,Part-time,Wales,Male,2014/15,375
Total - Science subject areas,First degree,Part-time,Wales,Other,2014/15,0
Total - Science subject areas,First degree,Part-time,Wales,Total,2014/15,690
Total - Science subject areas,First degree,Part-time,Wales,Female,2015/16,215
Total - Science subject areas,First degree,Part-time,Wales,Male,2015/16,330
Total - Science subject areas,First degree,Part-time,Wales,Other,2015/16,0
Total - Science subject areas,First degree,Part-time,Wales,Total,2015/16,550
Total - Science subject areas,First degree,Part-time,Wales,Female,2016/17,240
Total - Science subject areas,First degree,Part-time,Wales,Male,2016/17,370
Total - Science subject areas,First degree,Part-time,Wales,Other,2016/17,0
Total - Science subject areas,First degree,Part-time,Wales,Total,2016/17,610
Total - Science subject areas,First degree,Part-time,Wales,Female,2017/18,205
Total - Science subject areas,First degree,Part-time,Wales,Male,2017/18,340
Total - Science subject areas,First degree,Part-time,Wales,Other,2017/18,0
Total - Science subject areas,First degree,Part-time,Wales,Total,2017/18,545
Total - Science subject areas,First degree,Part-time,Wales,Female,2018/19,210
Total - Science subject areas,First degree,Part-time,Wales,Male,2018/19,325
Total - Science subject areas,First degree,Part-time,Wales,Other,2018/19,0
Total - Science subject areas,First degree,Part-time,Wales,Total,2018/19,535
Total - Science subject areas,Other undergraduate,All,All,Female,2014/15,21815
Total - Science subject areas,Other undergraduate,All,All,Male,2014/15,19055
Total - Science subject areas,Other undergraduate,All,All,Other,2014/15,5
Total - Science subject areas,Other undergraduate,All,All,Total,2014/15,40875
Total - Science subject areas,Other undergraduate,All,All,Female,2015/16,19355
Total - Science subject areas,Other undergraduate,All,All,Male,2015/16,18480
Total - Science subject areas,Other undergraduate,All,All,Other,2015/16,5
Total - Science subject areas,Other undergraduate,All,All,Total,2015/16,37835
Total - Science subject areas,Other undergraduate,All,All,Female,2016/17,18925
Total - Science subject areas,Other undergraduate,All,All,Male,2016/17,18215
Total - Science subject areas,Other undergraduate,All,All,Other,2016/17,10
Total - Science subject areas,Other undergraduate,All,All,Total,2016/17,37150
Total - Science subject areas,Other undergraduate,All,All,Female,2017/18,18560
Total - Science subject areas,Other undergraduate,All,All,Male,2017/18,17945
Total - Science subject areas,Other undergraduate,All,All,Other,2017/18,15
Total - Science subject areas,Other undergraduate,All,All,Total,2017/18,36520
Total - Science subject areas,Other undergraduate,All,All,Female,2018/19,17820
Total - Science subject areas,Other undergraduate,All,All,Male,2018/19,16715
Total - Science subject areas,Other undergraduate,All,All,Other,2018/19,20
Total - Science subject areas,Other undergraduate,All,All,Total,2018/19,34555
Total - Science subject areas,Other undergraduate,Full-time,All,Female,2014/15,10240
Total - Science subject areas,Other undergraduate,Full-time,All,Male,2014/15,11735
Total - Science subject areas,Other undergraduate,Full-time,All,Other,2014/15,0
Total - Science subject areas,Other undergraduate,Full-time,All,Total,2014/15,21975
Total - Science subject areas,Other undergraduate,Full-time,All,Female,2015/16,8785
Total - Science subject areas,Other undergraduate,Full-time,All,Male,2015/16,11325
Total - Science subject areas,Other undergraduate,Full-time,All,Other,2015/16,0
Total - Science subject areas,Other undergraduate,Full-time,All,Total,2015/16,20115
Total - Science subject areas,Other undergraduate,Full-time,All,Female,2016/17,9460
Total - Science subject areas,Other undergraduate,Full-time,All,Male,2016/17,11495
Total - Science subject areas,Other undergraduate,Full-time,All,Other,2016/17,5
Total - Science subject areas,Other undergraduate,Full-time,All,Total,2016/17,20960
Total - Science subject areas,Other undergraduate,Full-time,All,Female,2017/18,9240
Total - Science subject areas,Other undergraduate,Full-time,All,Male,2017/18,11480
Total - Science subject areas,Other undergraduate,Full-time,All,Other,2017/18,10
Total - Science subject areas,Other undergraduate,Full-time,All,Total,2017/18,20725
Total - Science subject areas,Other undergraduate,Full-time,All,Female,2018/19,10205
Total - Science subject areas,Other undergraduate,Full-time,All,Male,2018/19,11115
Total - Science subject areas,Other undergraduate,Full-time,All,Other,2018/19,20
Total - Science subject areas,Other undergraduate,Full-time,All,Total,2018/19,21340
Total - Science subject areas,Other undergraduate,Part-time,All,Female,2014/15,11580
Total - Science subject areas,Other undergraduate,Part-time,All,Male,2014/15,7320
Total - Science subject areas,Other undergraduate,Part-time,All,Other,2014/15,5
Total - Science subject areas,Other undergraduate,Part-time,All,Total,2014/15,18900
Total - Science subject areas,Other undergraduate,Part-time,All,Female,2015/16,10565
Total - Science subject areas,Other undergraduate,Part-time,All,Male,2015/16,7155
Total - Science subject areas,Other undergraduate,Part-time,All,Other,2015/16,0
Total - Science subject areas,Other undergraduate,Part-time,All,Total,2015/16,17725
Total - Science subject areas,Other undergraduate,Part-time,All,Female,2016/17,9470
Total - Science subject areas,Other undergraduate,Part-time,All,Male,2016/17,6720
Total - Science subject areas,Other undergraduate,Part-time,All,Other,2016/17,0
Total - Science subject areas,Other undergraduate,Part-time,All,Total,2016/17,16190
Total - Science subject areas,Other undergraduate,Part-time,All,Female,2017/18,9325
Total - Science subject areas,Other undergraduate,Part-time,All,Male,2017/18,6465
Total - Science subject areas,Other undergraduate,Part-time,All,Other,2017/18,10
Total - Science subject areas,Other undergraduate,Part-time,All,Total,2017/18,15795
Total - Science subject areas,Other undergraduate,Part-time,All,Female,2018/19,7615
Total - Science subject areas,Other undergraduate,Part-time,All,Male,2018/19,5595
Total - Science subject areas,Other undergraduate,Part-time,All,Other,2018/19,5
Total - Science subject areas,Other undergraduate,Part-time,All,Total,2018/19,13220
Total - Science subject areas,Other undergraduate,All,England,Female,2014/15,18805
Total - Science subject areas,Other undergraduate,All,England,Male,2014/15,15015
Total - Science subject areas,Other undergraduate,All,England,Other,2014/15,0
Total - Science subject areas,Other undergraduate,All,England,Total,2014/15,33820
Total - Science subject areas,Other undergraduate,All,England,Female,2015/16,16270
Total - Science subject areas,Other undergraduate,All,England,Male,2015/16,14525
Total - Science subject areas,Other undergraduate,All,England,Other,2015/16,5
Total - Science subject areas,Other undergraduate,All,England,Total,2015/16,30795
Total - Science subject areas,Other undergraduate,All,England,Female,2016/17,15640
Total - Science subject areas,Other undergraduate,All,England,Male,2016/17,14170
Total - Science subject areas,Other undergraduate,All,England,Other,2016/17,5
Total - Science subject areas,Other undergraduate,All,England,Total,2016/17,29815
Total - Science subject areas,Other undergraduate,All,England,Female,2017/18,15115
Total - Science subject areas,Other undergraduate,All,England,Male,2017/18,14025
Total - Science subject areas,Other undergraduate,All,England,Other,2017/18,10
Total - Science subject areas,Other undergraduate,All,England,Total,2017/18,29150
Total - Science subject areas,Other undergraduate,All,England,Female,2018/19,14200
Total - Science subject areas,Other undergraduate,All,England,Male,2018/19,12920
Total - Science subject areas,Other undergraduate,All,England,Other,2018/19,10
Total - Science subject areas,Other undergraduate,All,England,Total,2018/19,27135
Total - Science subject areas,Other undergraduate,Full-time,England,Female,2014/15,8360
Total - Science subject areas,Other undergraduate,Full-time,England,Male,2014/15,8975
